title,production_countries,revenue,id,genres,vote_count,original_language,imdb_id,release_date,popularity,budget,vote_average,runtime
Dicks: The Musical,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1472114,939997,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",28,en,tt7130916,2023-10-06,6.582,8000000,4.3,86
One Last Bloom,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1064566,"[{'id': 18, 'name': 'Drama'}]",3,ja,tt27507295,2023-08-25,6.58,0,6.7,0
Nothing in Its Place,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]",0,1268735,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0,tr,tt32478113,2024-10-18,6.579,0,0.0,76
Yu Yu Hakusho - Two Shots / All or Nothing,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1152358,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",0,ja,tt8768112,2018-10-26,6.577,0,0.0,29
Bread and Tulips,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",8500000,552,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",279,it,tt0237539,2000-03-03,6.573,0,7.1,114
Anyone But Her,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",0,1178069,"[{'id': 35, 'name': 'Comedy'}]",42,es,tt29079096,2024-02-14,6.57,0,7.0,93
Carnifex,"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",0,1024532,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",35,en,tt18252340,2022-12-01,6.568,0,5.186,93
Satyabhama,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,1177157,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1,te,tt28101019,2024-06-07,6.566,0,6.0,132
Demon Pond,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,117215,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",22,ja,tt0079041,1979-10-20,6.566,0,6.2,124
The Cases of Mystery Lane: Death is Listening,[],0,1247785,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",3,en,tt31169999,2024-09-13,6.565,0,5.7,84
Matching,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1044555,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",3,ja,tt30333011,2024-02-23,6.562,0,4.7,0
Clear Cut,[],0,1309770,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2,en,tt28637902,2024-07-19,6.561,0,6.5,88
Kaneko's Commissary,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1339611,[],0,ja,tt33290681,2024-10-03,6.56,0,0.0,125
8 Confessions in Los Angeles,[],0,1136746,"[{'id': 18, 'name': 'Drama'}]",0,en,tt27193500,2024-10-12,6.56,0,0.0,0
Je Jatt Vigad Gya,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,1279657,"[{'id': 18, 'name': 'Drama'}]",0,pa,tt31616101,2024-05-17,6.557,0,0.0,132
Burrow,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,747059,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",19,en,tt13167288,2024-01-12,6.557,0,7.211,6
"Food, Inc. 2","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26502,1075971,"[{'id': 99, 'name': 'Documentary'}]",9,en,tt26342131,2024-04-09,6.555,0,6.667,94
Shakespeare's Globe: Othello,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,1328851,"[{'id': 18, 'name': 'Drama'}]",0,en,,2024-09-30,6.549,0,0.0,181
Couronnez-moi,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1257501,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,fr,,2024-11-20,6.549,8000,0.0,90
Jatt Nuu Chudail Takri,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,1184246,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",2,pa,tt30769141,2024-03-15,6.545,0,9.0,154
The First Look,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,1177858,"[{'id': 99, 'name': 'Documentary'}]",0,es,,2023-10-23,6.545,0,0.0,75
Operation Valentine,"[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1034158,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",4,te,tt22152120,2024-03-01,6.545,0,5.25,132
Avataro Sentai Donbrothers vs. Avataro Sentai Donburies,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1132450,[],5,ja,,2023-11-05,6.543,0,6.8,27
Lavenza,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1326858,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",0,en,tt33050463,2024-10-03,6.541,9583,0.0,11
Wheel of Love,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1096595,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",4,pl,tt21966506,2023-04-14,6.538,0,5.2,107
Colina Impetuosa,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1362757,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",1,pt,,2024-09-27,6.537,0,10.0,0
Kaytek the Wizard,"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'SK', 'name': 'Slovakia'}]",0,1173003,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",3,pl,,2023-11-03,6.537,0,6.5,103
Vacation Home Nightmare,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1075316,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",10,en,tt26458228,2023-01-29,6.537,0,3.55,88
Mystic Singer,"[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",0,1223134,"[{'id': 27, 'name': 'Horror'}]",3,id,tt30782539,2024-02-22,6.532,0,5.3,96
Between Night And Dawn,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,602889,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",0,en,,2024-10-18,6.532,0,0.0,0
The Ties,"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",0,659290,"[{'id': 18, 'name': 'Drama'}]",166,it,tt12585254,2020-10-01,6.53,0,6.693,100
A Hipster in Rural Spain,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,1118035,"[{'id': 35, 'name': 'Comedy'}]",31,es,tt27599817,2024-03-02,6.528,0,4.758,100
The Daughters of Fire,"[{'iso_3166_1': 'PT', 'name': 'Portugal'}]",0,963923,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",3,pt,tt27599422,2023-05-22,6.527,0,6.0,9
Jane,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,853867,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",27,en,tt15040500,2022-08-26,6.527,0,6.1,84
Six Singing Women,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1151208,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",4,ja,,2023-10-27,6.526,0,6.5,113
The Zombie Wedding,[],0,1200012,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]",0,en,tt14795768,2023-12-03,6.524,0,0.0,102
Peer Pressure,"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",0,1176890,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",0,nl,tt29520220,2023-09-14,6.523,0,0.0,11
Quantum Suicide,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1125896,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",0,en,,2024-10-18,6.523,75000,0.0,87
The Lumineers - Live from Wrigley Field,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1363334,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",1,en,,2024-09-28,6.522,0,10.0,78
The Heartbreak Agency,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",0,1216268,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",32,de,tt28288477,2024-02-13,6.52,0,5.391,96
Morto Rossa,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,817793,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0,fr,tt14619506,2024-10-03,6.519,10000,0.0,10
MK Ultra,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1018247,"[{'id': 53, 'name': 'Thriller'}]",23,en,tt7147158,2022-10-07,6.518,0,5.6,97
Trust Me,"[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",0,1064194,"[{'id': 35, 'name': 'Comedy'}]",1,tr,tt21200858,2023-10-12,6.513,0,6.0,112
Ohsama Sentai King-Ohger vs. Kyoryuger,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1234951,[],2,ja,,2024-04-26,6.512,0,8.5,42
From the Ashes,"[{'iso_3166_1': 'SA', 'name': 'Saudi Arabia'}]",0,1191876,"[{'id': 18, 'name': 'Drama'}]",0,en,tt13499272,2024-12-01,6.511,1000000,0.0,0
Tejas,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,737370,"[{'id': 18, 'name': 'Drama'}]",8,hi,tt6950476,2023-10-27,6.51,0,4.313,112
The Haunted Palace,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2616000,30137,"[{'id': 27, 'name': 'Horror'}]",162,en,tt0057128,1963-08-28,6.507,0,6.577,87
Into the Shadows,"[{'iso_3166_1': 'PT', 'name': 'Portugal'}]",0,1311814,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}]",1,en,,2024-09-28,6.506,0,6.0,37
The Last Bus,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,642546,"[{'id': 18, 'name': 'Drama'}]",83,en,tt9410034,2021-06-18,6.504,0,6.5,88
Sara,"[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",0,1168320,"[{'id': 18, 'name': 'Drama'}]",1,en,tt29470765,2023-10-06,6.503,0,8.0,99
"Kiss Me, Kate","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,1363371,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",0,en,tt33401148,2024-11-17,6.5,0,0.0,160
Pigsty,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",0,48688,"[{'id': 18, 'name': 'Drama'}]",149,it,tt0064828,1969-09-02,6.5,0,7.067,99
In Between These Mountains,"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",0,1358337,"[{'id': 99, 'name': 'Documentary'}]",0,nl,,2024-10-03,6.498,0,0.0,0
The Women in the Lakes,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1216925,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",0,ja,tt32433646,2024-05-17,6.497,0,0.0,141
El Barrio: un reino sin corona,[],0,1290671,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2,es,,2024-05-15,6.496,0,9.0,0
Miss Minoes,"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",0,25797,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",85,nl,tt0279231,2001-12-06,6.493,0,6.729,86
Rajawali,"[{'iso_3166_1': 'MY', 'name': 'Malaysia'}]",0,986541,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",1,ms,tt9404596,2022-05-21,6.492,0,10.0,87
Sophia,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1361538,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",0,pt,tt14432114,2024-10-03,6.485,0,0.0,0
Bleeding Love,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1000780,"[{'id': 18, 'name': 'Drama'}]",14,en,tt15678810,2024-02-16,6.485,0,6.429,96
Veni Vidi Vici,"[{'iso_3166_1': 'AT', 'name': 'Austria'}]",0,1078810,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1,de,tt26006472,2024-09-18,6.483,0,5.0,86
The Great Warning,[],0,1339606,[],0,es,tt27607789,2024-10-17,6.482,0,0.0,0
NJPW Dominion 6.9 In Osaka-Jo Hall ~ Best Of The Super Junior 31 Final ~,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1302699,"[{'id': 28, 'name': 'Action'}]",0,ja,,2024-06-09,6.479,0,0.0,296
Poison,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,983521,"[{'id': 18, 'name': 'Drama'}]",1,en,tt3594464,2024-09-26,6.479,0,8.0,90
The Hangman,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1257586,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",13,en,tt31645789,2024-05-30,6.478,0,3.538,98
Benediction,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",847418,399178,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",58,en,tt6852178,2021-12-23,6.475,0,6.0,137
Souffrir ou être heureux,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1170591,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0,fr,tt28787559,2023-11-02,6.474,0,0.0,16
Hagen,"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",0,1209130,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",0,de,tt6176336,2024-10-17,6.472,0,0.0,135
Passion,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,348869,"[{'id': 18, 'name': 'Drama'}]",33,ja,tt1301178,2008-11-22,6.471,0,6.121,115
Eagle,[],0,1150478,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6,te,tt28074691,2024-02-08,6.47,0,5.7,156
Travesty,"[{'iso_3166_1': 'MN', 'name': 'Mongolia'}]",0,1346711,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",0,mn,tt32525192,2024-10-03,6.468,0,0.0,75
The Body,[],0,1260439,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",0,en,,2024-09-28,6.468,200,0.0,6
I'll Crush Y'all,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,1165441,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,es,tt27432494,2024-09-13,6.468,0,0.0,92
Hetty Helsmoortel - Missie 2023,[],0,1363182,[],0,nl,,2024-10-03,6.466,0,0.0,0
The Program,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1336414,"[{'id': 99, 'name': 'Documentary'}]",0,en,,2024-10-24,6.466,0,0.0,0
Dear Jassi,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,1087358,"[{'id': 18, 'name': 'Drama'}]",1,pa,tt26542557,2023-09-30,6.465,0,6.0,132
Faye,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1280483,"[{'id': 99, 'name': 'Documentary'}]",12,en,tt32220386,2024-05-15,6.46,0,7.0,91
Eternity,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",0,382501,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",100,fr,tt3564574,2016-09-07,6.457,0,5.7,115
Alter weisser Mann,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",0,1219560,"[{'id': 35, 'name': 'Comedy'}]",0,de,tt32216008,2024-10-31,6.455,0,0.0,0
Dandelion,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1038476,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",3,en,tt22866050,2024-07-12,6.454,0,5.5,113
Franz  Kafka,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,120275,"[{'id': 16, 'name': 'Animation'}, {'id': 99, 'name': 'Documentary'}]",18,pl,tt0432858,1992-05-05,6.453,0,6.3,16
Welcome to Smelliville,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1965219,805051,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",71,en,tt11992904,2021-05-06,6.447,0,6.9,85
BanG Dream! It's MyGO!!!!! Movie,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1231799,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",0,ja,,2024-09-27,6.444,0,0.0,118
Going to Mars: The Nikki Giovanni Project,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1058650,"[{'id': 99, 'name': 'Documentary'}]",4,en,tt7196012,2023-11-03,6.444,0,7.625,102
Treasure,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",583631,1220515,"[{'id': 18, 'name': 'Drama'}]",13,en,tt9462944,2024-06-13,6.443,2000000,7.0,111
Tenants,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1204881,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",0,en,tt29538453,2024-09-24,6.443,0,0.0,90
Bull Run,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1037925,"[{'id': 35, 'name': 'Comedy'}]",0,en,tt18950566,2024-10-19,6.443,0,0.0,97
All You Need Is Blood,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1178329,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",0,en,tt26219792,2023-10-08,6.439,0,0.0,99
The Daughter,"[{'iso_3166_1': 'UA', 'name': 'Ukraine'}]",0,1358823,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,uk,,2024-10-11,6.435,0,0.0,97
Gimme Shelter,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",252570,132,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",164,en,tt0065780,1970-12-13,6.432,0,7.4,92
The Red,"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",0,1249532,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",0,en,tt22306090,2024-10-31,6.43,0,0.0,83
Atatürk II 1881 – 1919,"[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",2200000,1198904,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",3,tr,tt19396786,2024-01-04,6.429,0,8.0,142
Cheat,[],0,1355490,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,en,tt20859142,2024-09-17,6.424,0,0.0,105
The Execution,"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",0,650030,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",61,ru,tt13074150,2022-04-21,6.423,0,6.467,130
The Twisters,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1311844,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",4,en,tt31828378,2024-06-28,6.422,0,5.25,87
Nightmare Resort,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1220993,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",2,ja,,2023-10-20,6.421,0,4.0,88
The Jump,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1179834,"[{'id': 12, 'name': 'Adventure'}]",0,en,tt14785132,2024-03-02,6.42,0,0.0,15
"Rachel Bloom: Death, Let Me Do My Special",[],0,1358951,"[{'id': 35, 'name': 'Comedy'}]",0,en,tt33335530,2024-10-15,6.418,0,0.0,77
100 Liters of Gold,"[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",0,1204016,"[{'id': 35, 'name': 'Comedy'}]",0,fi,tt33311744,2024-10-17,6.418,1296000,0.0,88
The Prince and the Pauper,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,22815,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",43,en,tt0077381,1977-06-03,6.418,8000000,6.1,113
The Mission,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1117644,"[{'id': 99, 'name': 'Documentary'}]",11,en,tt28097834,2023-10-13,6.417,0,7.1,103
Killer of Men,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,879502,"[{'id': 53, 'name': 'Thriller'}]",52,en,tt11985484,2022-11-30,6.415,30000,7.3,73
Beethoven's 4th,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,24478,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",266,en,tt0294345,2001-12-04,6.413,0,5.2,93
Reputation,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,1241787,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,en,tt14437172,2024-09-29,6.409,0,0.0,83
Bauryna Salu,"[{'iso_3166_1': 'KZ', 'name': 'Kazakhstan'}]",0,1162472,"[{'id': 18, 'name': 'Drama'}]",2,kk,tt28517189,2023-09-22,6.401,0,7.5,114
A Missed Connection,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1127959,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4,en,tt27773310,2023-05-31,6.4,0,7.25,90
Abraham's Valley,"[{'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'FR', 'name': 'France'}]",0,107693,"[{'id': 18, 'name': 'Drama'}]",34,pt,tt0108471,1993-09-01,6.394,0,7.5,203
Purpose of Swapping,[],0,1285600,[],0,ko,,2024-05-02,6.392,0,0.0,0
Glenn Fredly: The Movie,"[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",0,1181957,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",3,id,tt31024893,2024-04-25,6.39,0,6.8,121
14 Jours pour aller mieux,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1118841,"[{'id': 35, 'name': 'Comedy'}]",26,fr,tt29007338,2024-03-06,6.39,0,5.48,0
Pattaya Heat,"[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",0,1072596,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",4,th,tt27513039,2024-02-08,6.39,0,5.8,0
Pharmakon - O Show da Destruição,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1360741,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,pt,,2024-09-21,6.383,0,0.0,0
Guest from the Future,"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",0,732698,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",32,ru,tt23789874,2024-04-18,6.383,9729090,7.797,0
Challenger,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1148901,"[{'id': 35, 'name': 'Comedy'}]",0,fr,,2024-10-23,6.382,0,0.0,0
The Zen Diary,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1024298,"[{'id': 18, 'name': 'Drama'}]",5,ja,tt22651844,2022-11-11,6.38,0,8.0,112
Dust,"[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",0,1196275,"[{'id': 99, 'name': 'Documentary'}]",0,es,tt13217600,2023-11-04,6.377,0,0.0,73
Hard Miles,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",375541,1009679,"[{'id': 18, 'name': 'Drama'}]",6,en,tt15353574,2024-04-19,6.376,0,6.25,109
The Seven Faces of Jane,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,982813,"[{'id': 18, 'name': 'Drama'}]",7,en,tt15345936,2023-01-13,6.376,0,4.0,93
Macross Delta: Passionate Walküre,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,496349,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",7,ja,tt7986790,2018-02-09,6.374,0,6.3,120
Junkyard Dog,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,957608,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",258,fr,tt18550220,2023-04-19,6.373,0,7.1,93
