title,production_countries,revenue,id,genres,vote_count,original_language,imdb_id,release_date,popularity,budget,vote_average,runtime
The Bad Guys,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",250162278,629542,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2009,en,tt8115900,2022-03-17,107.153,80000000,7.6,100
La reina del convento,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,1199748,"[{'id': 35, 'name': 'Comedy'}]",0,es,tt13986176,2024-02-02,107.043,0,0.0,80
Fury,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",211817906,228150,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",11824,en,tt2713180,2014-10-15,106.982,68000000,7.538,135
The Air He Breathes,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1291932,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2,en,tt31727218,2024-08-22,106.976,0,6.0,106
Trolls Band Together,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",207318137,901362,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",831,en,tt14362112,2023-10-12,106.88,95000000,7.3,91
Doctor Strange in the Multiverse of Madness,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",955775804,453395,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",9007,en,tt9419884,2022-05-04,106.767,200000000,7.286,126
Deliver Us,"[{'iso_3166_1': 'EE', 'name': 'Estonia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1097150,"[{'id': 27, 'name': 'Horror'}]",54,en,tt14462452,2023-08-30,106.672,0,5.722,102
Monkey Man,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'SG', 'name': 'Singapore'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",34578510,560016,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",849,en,tt9214772,2024-04-03,106.229,10000000,7.005,121
His Three Daughters,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1154762,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",98,en,tt28491891,2024-09-05,106.187,0,7.0,104
Longing,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1167351,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9,en,tt8442220,2024-06-07,105.942,0,6.8,111
Black Noise,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1159518,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",26,en,tt22805590,2023-11-03,105.123,0,5.4,86
Spider-Man: Homecoming,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",880166924,315635,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",21586,en,tt2250912,2017-07-05,104.307,175000000,7.336,133
Sisu,"[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",13000000,840326,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}]",2046,fi,tt14846026,2022-09-09,103.925,6200000,7.455,91
Slingshot,"[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,916728,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",69,en,tt12616480,2024-08-30,103.859,0,6.225,109
Handling the Undead,"[{'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",105046,1020896,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",82,no,tt2118648,2024-02-09,103.418,0,6.256,98
Alienoid: The Return to the Future,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",10693858,626412,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",601,ko,tt20201212,2024-01-10,102.837,0,6.558,122
Someone Like You,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5937306,1029330,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",20,en,tt22334258,2024-04-02,102.763,0,6.425,118
Spirited Away,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",274925095,129,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",16370,ja,tt0245429,2001-07-20,102.743,19000000,8.537,125
Kinds of Kindness,"[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",15838084,1029955,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",655,en,tt22408160,2024-05-30,102.641,15000000,6.626,164
Saw,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",103911669,176,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",9100,en,tt0387564,2004-10-01,102.529,1200000,7.42,103
PAW Patrol: The Mighty Movie,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",202231360,893723,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",438,en,tt15837338,2023-09-21,102.381,30000000,7.067,92
Argylle,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",96175599,848538,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1239,en,tt15009428,2024-01-31,102.024,200000000,6.112,139
I Saw the TV Glow,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5370840,858017,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",249,en,tt15574270,2024-05-03,101.951,10000000,5.934,100
"Ruby Gillman, Teenage Kraken","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",46247409,1040148,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",952,en,tt27155038,2023-06-28,101.699,70000000,7.274,91
The Beast Within,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",51860,1300962,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",70,en,tt14539318,2024-07-22,101.172,0,6.186,97
City of God,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",30641770,598,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",7310,pt,tt0317248,2002-08-30,99.966,3300000,8.425,130
After the Pandemic,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,935271,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",77,en,tt12774526,2022-03-01,99.932,0,5.013,84
Mean Girls,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",104573204,673593,"[{'id': 35, 'name': 'Comedy'}]",509,en,tt11762114,2024-01-10,99.264,36000000,5.96,113
Encanto,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",253000000,568124,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",9367,en,tt2953050,2021-10-13,98.972,50000000,7.601,102
Jailbreak: Love on the Run,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1341685,"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",7,en,tt33058713,2024-09-24,98.708,0,6.929,89
Thelma the Unicorn,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,739547,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",148,en,tt10442352,2024-05-17,98.645,0,7.091,98
Shimmy: The First Monkey King,"[{'iso_3166_1': 'CN', 'name': 'China'}]",0,1085046,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",31,zh,tt21448604,2023-04-21,98.596,0,5.726,101
Sting,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1090798,1087388,"[{'id': 27, 'name': 'Horror'}]",212,en,tt20112746,2024-04-12,98.576,0,6.311,92
Baki Hanma VS Kengan Ashura,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1263421,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",256,ja,tt31869664,2024-06-05,98.512,0,7.664,60
Damaged,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1105407,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",195,en,tt27304026,2024-04-12,98.137,0,5.741,98
World War Z,"[{'iso_3166_1': 'MT', 'name': 'Malta'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",531865000,72190,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",15215,en,tt0816711,2013-06-19,97.849,200000000,6.818,116
Do You See What I See,"[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",0,1052886,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",13,id,tt28088336,2024-05-16,97.45,0,6.692,109
American Pie,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",235483004,2105,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7584,en,tt0163651,1999-07-09,97.293,11000000,6.584,95
The Notebook,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",115600000,11036,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",11391,en,tt0332280,2004-06-25,96.835,29000000,7.888,123
Golden Kamuy,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1171462,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",52,ja,tt19759618,2024-01-19,96.796,0,6.788,129
Spider-Man,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",821708551,557,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",18887,en,tt0145487,2002-05-01,96.698,139000000,7.301,121
Dungeons & Dragons: Honor Among Thieves,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",208200000,493529,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",3448,en,tt2906216,2023-03-23,96.241,151000000,7.364,134
Uncharted,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",407141258,335787,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5867,en,tt1464335,2022-02-10,96.04,120000000,6.943,116
Rise of the Planet of the Apes,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",481800873,61791,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",11768,en,tt1318514,2011-08-03,95.263,93000000,7.327,105
Soul,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",121977511,508442,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",10335,en,tt2948372,2020-12-25,95.022,150000000,8.126,101
New Life,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1148027,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",62,en,tt18973958,2024-05-03,94.936,0,6.1,84
The Godfather Part II,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",102600000,240,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",12317,en,tt0071562,1974-12-20,94.902,13000000,8.576,202
Exhuma,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",97225691,838209,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",340,ko,tt27802490,2024-02-22,94.746,0,7.6,134
Doraemon the Movie: Nobita's Earth Symphony,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",32759618,1148677,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7,ja,tt29402528,2024-03-01,94.052,0,7.286,115
My Hero Academia: You're Next,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",22955906,1159311,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6,ja,tt32176689,2024-08-02,93.986,0,5.7,110
Zack Snyder's Justice League,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,791373,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",9902,en,tt12361974,2021-03-18,93.279,70000000,8.145,242
Perfect Days,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",24094016,976893,"[{'id': 18, 'name': 'Drama'}]",1079,ja,tt27503384,2023-11-10,92.992,14000000,7.796,124
Road to Ninja: Naruto the Movie,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",17900000,118406,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1064,ja,tt2290828,2012-07-28,92.488,0,7.475,109
The Count of Monte-Cristo,"[{'iso_3166_1': 'FR', 'name': 'France'}]",65594097,1084736,"[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",584,fr,tt26446278,2024-06-28,92.209,46700000,8.441,178
Your Name.,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",358000000,372058,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",11280,ja,tt5311514,2016-08-26,91.963,0,8.486,106
Baghead,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",6278395,845783,"[{'id': 27, 'name': 'Horror'}]",327,en,tt14030816,2023-12-28,91.798,0,6.583,95
Up,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",735099082,14160,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",20046,en,tt1049413,2009-05-28,91.634,175000000,7.958,96
Cabrini,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",20446260,975056,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",62,en,tt14351082,2024-03-07,91.575,50000000,7.581,142
Acid,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",0,852445,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",218,fr,tt17569526,2023-09-20,90.905,0,5.7,99
Hellboy: The Crooked Man,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",208004,1087822,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",19,en,tt26757462,2024-08-30,90.627,0,5.2,100
Pandemonium,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1080512,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",30,fr,tt22299048,2023-02-16,90.555,0,5.267,95
Cinderella,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",543514353,150689,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",7019,en,tt1661199,2015-03-06,90.529,95000000,6.818,105
Batman,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",411348924,268,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",7730,en,tt0096895,1989-06-21,90.101,35000000,7.234,126
Mothers' Instinct,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2681023,758679,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",311,en,tt13397574,2024-01-11,89.992,0,6.928,94
Rascal Does Not Dream of a Knapsack Kid,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2050242,1086591,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",34,ja,tt28036417,2023-12-01,89.99,0,7.853,75
Sound of Freedom,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",250600000,678512,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2350,en,tt7599146,2023-07-03,89.958,14500000,8.006,131
The Fifth Element,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",263920180,18,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",10600,en,tt0119116,1997-05-02,89.855,90000000,7.6,126
Demonte Colony 2,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,979250,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5,ta,tt25151410,2024-08-15,89.611,0,5.9,145
The Wandering Earth II,"[{'iso_3166_1': 'CN', 'name': 'China'}]",604400000,842675,"[{'id': 878, 'name': 'Science Fiction'}]",551,zh,tt13539646,2023-01-22,89.502,73800000,7.241,173
Star Wars,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",775398007,11,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",20447,en,tt0076759,1977-05-25,89.46,11000000,8.204,121
Monster,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1050035,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",497,ja,tt23736044,2023-06-02,89.226,0,8.001,125
The Tearsmith,"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",0,1127166,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",737,it,tt29114029,2024-04-03,89.209,7000000,6.529,106
No Time to Spy: A Loud House Movie,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1280768,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",34,en,tt32223312,2024-06-21,89.152,0,6.941,81
Ezra,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3046741,977262,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",33,en,tt20315818,2024-05-30,89.005,5000000,6.9,100
Aliens,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",183316455,679,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",9607,en,tt0090605,1986-07-18,88.91,18500000,7.946,137
GATAO: Like Father Like Son,"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",0,1303236,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",0,zh,tt32915791,2024-08-16,88.855,0,0.0,131
It Follows,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",23374076,270303,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",6292,en,tt3235888,2015-02-04,88.847,2300000,6.576,101
American Dreamer,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,931461,"[{'id': 35, 'name': 'Comedy'}]",30,en,tt13884444,2022-11-04,88.64,0,5.717,106
Poor Things,"[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",117607117,792307,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",3988,en,tt14230458,2023-12-07,88.009,35000000,7.758,142
Napoleon,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",220597098,753342,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2404,en,tt13287846,2023-11-22,87.946,165000000,6.414,158
CTRL,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,1146577,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",14,hi,tt12736014,2024-10-04,87.662,0,6.2,99
Despicable Me 3,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1034800131,324852,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",7076,en,tt3469046,2017-06-15,87.5,80000000,6.47,90
My Neighbor Totoro,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",41000000,8392,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",7873,ja,tt0096283,1988-04-16,87.441,3700000,8.068,86
Naruto Shippuden the Movie,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",10000000,20982,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",923,ja,tt0988982,2007-08-04,87.364,0,7.412,94
Pretty Guardian Sailor Moon Cosmos the Movie Part 2,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,968870,"[{'id': 16, 'name': 'Animation'}]",33,ja,tt28284638,2023-06-30,86.935,0,8.1,80
The Passion of the Christ,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",612060372,615,"[{'id': 18, 'name': 'Drama'}]",4536,en,tt0335345,2004-02-25,86.902,30000000,7.5,127
